id,name,description,vs,cb_tag,ai_score,ai_mentioned,llm_ai_verified,bucket,ref_label,ref_unsure
151094,Milênio Bus,"Milênio Bus integrates a hardware, application, and software capable of knowing the stocking in buses, in real time. Milênio Bus integrates hardware, application, and software capable of knowing the stocking in buses, in real time. Milênio Bus brings the technologies of IoT (Internet of Things), Artificial Intelligence and Computational Vision to count, in real time, the flow of people in buses.",verified_cb,True,0.30000000000000004,True,,Commercial A,1.0,False
605697,N7R Info-Tech Co.,"N7R Info-Tech Co. focuses on VR hardware/software, gaming, and mobile ecosystems. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
617831,Thedigitech,"TheDigiech is a digital marketing agency that offers business consulting, digital analytics, and graphic design services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
1607476,Aiseeyou,"Aiseeyou is an IT company that offers AI-powered services, IoT, and data analytics solutions.",verified_cb,False,0.9,True,,Commercial A,0.0,True
183276,POICON,POICON has dedicated itself to the software development of GPS and POI products. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
252328,Watone Cloud Data,"Watone Cloud Data is mainly engaged in ''the cloud data center, cloud computing, cloud applications, cloud network'' of business development. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
440496,Vector Vibe,"Vector Vibe is an advertising company that provides digital marketing, SEO, web development, graphic design, and branding services. nan",verified_cb,False,0.0,False,,Commercial A,1.0,False
1597474,Quant Coding,"Software development and data science consultancy focusing on developing web applications and machine learning models for clients. In addition, Quant Coding is working on its own product development. Working with technologies such as Python, JavaScript and using the latest technology advances in machine learning and data science to deliver excellent value to clients.",verified_cb,False,0.9,True,,Commercial A,,False
636694,Vertical,"Vertical is an IT company that offers strategic communications, market research, cloud, software design, and development services. nan",verified_cb,True,0.2,False,,Commercial A,0.0,False
402760,ccFOUND,"EdTech, e-commerce, IT Thanks to you, ccFOUND will become the most popular educational portal in the world. It brings people together and allows them to exchange information, knowledge and wisdom. How much exactly did we collect and what does it mean for the project? Summary soon!",verified_cb,False,0.0,False,,Commercial A,0.0,False
438822,DesignRevol,"DesignRevol is a web design, development, and website maintenance company. DesignRevol offers logo design, business branding, website development, e-commerce websites, and mobile technologies. Their service includes website development, e-commerce development, brand creation, video animations, and website maintenance services.",verified_cb,False,0.0,False,,Commercial A,0.0,False
103060,Sqilline,"Sqilline commit to delivering truly innovative solutions to oncologists, patients and customers. nan",verified_cb,False,0.0,False,,Commercial A,0.0,True
185499,Impact Media Live,"Impact Media Live provides web, mobile, & desktop application development services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
261129,Commitpoint,"Commitpoint offers IT staffing, outsourcing, consulting, management training, risk assessment, software evaluation and recruiting services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
409591,Zyantama Megantara,"Zyantama is a digital marketing agency in Indonesia that focuses on SEO, SEM (Ads PPC), SMM, web dev, branding, and design nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
628711,Farm To Plate,"Supply chain track and trace | Blockchain | Farm To Plate Farm to Plate is a pioneering blockchain solution for the Food and Beverage industry. We aim to create an ecosystem that ensures visibility, compliance, and innovation within the food supply chain.  Leveraging Distributed Ledger/Blockchain Technologies, our team of experts provides comprehensive insights into this technology landscape and its implications.",verified_cb,False,0.0,False,,Commercial A,0.0,False
201053,Data Monitoring,Data Monitoring develops applications and devices for monitoring machines and processes using open source technologies. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
530312,Jikken Technology,"Jikken Technology builds tailored applications and infrastructure for businesses. Jikken Technology is an information technology company that focuses on understanding the unique needs of each business to build appropriate applications and infrastructure. The company utilizes Linux and BSD at the core of their systems to support applications, making them capable of building application servers, firewalls, and database servers. They approach each customer with the proposition of bringing new business to their business, aiming to enhance their operations and profitability.",verified_cb,False,0.0,False,,Commercial A,0.0,False
390091,Granite & Marble Works,"Granite & Marble Works is a stone countertops manufacturer. Granite & Marble Works manufacturer and installer of natural and man-made stone countertops, vanities, bar tops, fireplace surrounds, furniture pieces, accents, and more. From small residential projects to large ones.",verified_cb,False,0.0,False,,Commercial A,0.0,False
290162,ACRC Trials,"ACRC Trials is an investigator site that specializes in Phase II-IV pharmaceutical, device studies and clinical research services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
476122,Desert Fox Entertainment,Desert Fox Entertainment is a creative content agency that creates metaverse space through virtual and augmented reality technology. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
70697,Information Shield,"Information Shield provides time-saving products and services to help build, update, and maintain information security. Information Shield provides time-saving products and services to help build, update, and maintain information security. It also offers information security professional and security awareness training services. Information Shield is based in Houston, Texas.",verified_cb,False,0.0,False,,Commercial A,0.0,False
348548,Alfred,"Alfred is a LinkedIn automation tool that offers campaign management, analytics, CRM, team management, and social media scheduling services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
367215,CCK Builders,"CCK Builders is a construction company that offers project development, field management, remodeling, and general contractor services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
160725,Tanyan,"Tanyan is a social networking-focused business banquets ordering app. Tanyan is a social app that deeply digs into the circle of people and promotes an offline appointment. It expands the trust relationship with friends through mutual push, and instantly forms an online dating group for more business. People improve the efficiency of personal communication and promote more possibilities for business cooperation.",verified_cb,False,0.0,False,,Commercial A,0.0,False
43659,Shiva Holistic Homeopathy Centre,"Shiva Homeopathy is a health clinic that helps patients using alternate medical treatments. Shiva Homeopathy is the best in class Homeopathy clinic in Singapore. Our decade long experience power us to provide treat various health problems.  Homeopathy Consultant in Singapore :  Dr. Tejinder Kaur, (B.H.M.S) is a well renowned and dynamic Homeopathic Consultant with more than 10 years of clinical experience. She has studied homeopathy intensively for more than a decade and has been designing homeopathic treatment protocols that makes lives more confident and positive. She has a unique way of understanding her patients and an extraordinary way of treating their illness. It's always better experienced than explained.",verified_cb,False,0.0,False,,Commercial A,0.0,False
83110,Finoit Technologies,"Premium, full-service software development company that builds scalable and secure software products for startups, SaaS and SMBs. Technology consulting and Implementation services in following domain- 1. Enterprise Mobility and Consumer mobility 2. Enterprise Application Development(ERP, CRM, DMS) and Custom Web based development 3. IoT(Consulting, Solution development, implementation and Support) 4. Field Force and Field service management",verified_cb,True,0.2,False,,Commercial A,0.0,False
128436,VRsenal,VRsenal is a market leader in premium virtual reality peripherals and integrations. VRsenal is a market leader in premium virtual reality peripherals and integrations,verified_cb,False,0.0,False,,Commercial A,0.0,False
509183,Dt. Dental,Dt. Dental is a software company that develops schedule management solutions for dentists to manage the records and billing process. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
360643,Cornwell Internet,Cornwell Internet is a digital marketing company that provides web design consultancy and maintenance services. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
256246,Infolastic,"Infolastic creates, optimizes, maintains, evolves and trains on Salesforce.com solutions. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
496328,Tydoe,Tydoe is an information technology firm that provides software and application-based services and solutions. nan,verified_cb,False,0.0,False,,Commercial A,0.0,True
404522,Teamstand,"Teamstand is a technology firm that offers access to digital files, document unification, data, and discussions in a shorter time. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
502426,Websites bauen - jeder kann das,Websites Bauen - jeder kann das is an information technology firm that helps in developing personal websites. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
370140,ERES,"ERES is an application that provides performance assessment, report building, implementation, integration, and consulting solutions. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
25593,Peridrome Corporation,"Peridrome Corporation offers services for wealth management, technical analysis, software development, and project management. Peridrome offers software services, strategic and tactical analysis, and technical expertise to wealth management organizations.",verified_cb,False,0.0,False,,Commercial A,0.0,False
485723,AcostaCo,"AcostaCo is a proud sourcing company that offers consulting, enterprise sales, and marketing services for products. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
179374,Cybertek Networks,Cybertek Networks delivers proactive maintenance services through our flat-rate IT support service. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
328863,Eskalate,"Eskalate provides web, mobile, CRA, and core engineering development services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
336349,Ninyes,Ninyes is Europe's most advanced Resale-as-a-Service solution for responsible fashion brands. The secondhand market grows fast. This is great! … But the fashion brands are not earning anything. Ninyes turns the resale market into profits for fashion brands. Immediately. We are secondhand 3.0 and with our Resale-as-a-Service solution move resale from inconvenient P2P  into professional B2B business.,verified_cb,False,0.0,False,,Commercial A,0.0,False
35837,PublicRelay,"PublicRelay offers media monitoring and analytics solutions, delivering strategic, actionable insights to communications professionals. PublicRelay is a public relations intelligence and action platform. Our solution is a powerful combination of intelligent software and human analysis that delivers the highest quality information, tools, and expertise all in one place to coordinate, act, and influence key individuals in the increasingly fast-paced world of media communications.",verified_cb,False,0.0,False,,Commercial A,0.0,False
401377,Cubevo,"Cubevo is a creative advertising and digital agency specialized in web design and development, mobile apps, marketing and advertising. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
613243,EnterERP,"Enter Yazılım provides cloud-based ERP software and mobile apps for CRM and contract management. Enter Yazılım offers a range of software solutions including EnterERP, a cloud-based real-time enterprise resource planning (ERP) software designed for medium to large-scale businesses. The company also provides the Enter App, which allows users to manage activities such as customer relationship management (CRM) and natural gas contract management through mobile devices. These solutions aim to enhance productivity, flexibility, and insights for established enterprises.",verified_cb,False,0.0,False,,Commercial A,0.0,False
182494,BroadLink International,"BroadLink International is an IT company that specializes in providing smart home solutions. BroadLink International is an IT company that specializes in providing smart home solutions. It offers electrical gadgets, lighting control, and universal remote solutions. The company was founded in 2013 and is headquartered in Hangzhou, China.",verified_cb,False,0.0,False,,Commercial A,0.0,False
351256,"Pilgrim Consulting Group, Inc","Custom software development 12000 ANCIENT CREST CIR #12107, FRANKLIN TN 37067 CUSTOM SOFTWARE DEVELOPMENT",verified_cb,False,0.0,False,,Commercial A,0.0,False
504088,Phylloceuticals,Phylloceuticals provides pharmaceuticals as a service technology to its customers. nan,verified_cb,False,0.0,False,,Commercial A,0.0,True
263585,Touchline Interactive,"Touchline Interactive is a software company which provides Augmented Reality, Mobile Devices, Digital Marketing & Creative Services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
144487,Wonderobe,SaaS solution for apparel retailers increasing CLTV (retention & average check) Wonderobe is an AI-powered chatbot helping fashion retailers suggest individualized outfit recommendations matching the clothes customers bought recently. It increases customer lifetime value for retailers and saves time for people completing outfits with what they own.,verified_cb,True,0.30000000000000004,True,,Commercial A,1.0,False
559119,DeyIT,"DEY IT SERVICES LTD provides IT solutions, digital marketing services, and web development support. DEY IT SERVICES LTD is an IT solutions provider that focuses on making marketing more efficient. The company has been established for over a decade and has a team of experts who review the needs of their clients and come up with suitable solutions. Their services include digital marketing, which is a sought-after service in the UK. They also provide support for proxy and have CORS enabled, indicating a focus on web development and security. The company operates from its head office in Beaconsfield, Buckinghamshire.",verified_cb,False,0.0,False,,Commercial A,0.0,False
322699,Nudhum,Nudhum focuses deliver cost effective solutions for business using engagement model that helps to streamline business projects effectively. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
233049,Chirdent,Chirdent renders multiple websites for dentists to purchase and sale of equipment and offices as well as document production for patients. nan,verified_cb,False,0.0,False,,Commercial A,0.0,False
401357,UrBriskSource,"UrBriskSource provides graphic design, corporate branding, animation, website design, and development services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
1587074,Archanet Technologies,Archanet Technologies Inc was formed 2001 to support clients with web based and client server applications. They specialize in custom native mobile applications on both iOS and Android. Since 200,verified_cb,False,0.75,False,,Commercial A,0.0,False
161001,Lingua Custodia,"Natural Language Processing (NLP) and Gen AI for Finance Lingua Custodia is a Fintech company leader in Natural Language Processing (NLP) for Finance. It was created in 2011 by finance professionals to initially offer specialised machine translation. Leveraging its state-of-the-art NLP expertise, the company now offers a growing range of Generative AI applications: Speech-to-Text automation, Document classification, Linguistic data extraction from unstructured documents, Mass web crawling and data collection, Retrieval Augmented generation, ... and achieves superior quality thanks to highly domain-focused machine learning algorithms. Its cutting-edge technology has been regularly rewarded and recognised by both the industry and clients: Investment houses, custody or investment banks, private banks, financial divisions within major corporations, and service providers for financial institutions.",verified_cb,True,0.30000000000000004,True,,Commercial A,1.0,False
385283,Ethos CRS,"Ethos CRS specializes in corporate training, e-learning, leadership coaching, professional writing, and government policies and regulations. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
511626,Atelier,Atelier is to invest a large sum of money upfront to design and build a custom storefront. nan,verified_cb,False,0.0,False,,Commercial A,0.0,True
93861,Mustang Marketing,"Interactive agency located in Lublin, Poland. We provide reliable and effective web solutions for small and mid business nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
275032,Sturdy,We are replacing Git with real-time code collaboration in the cloud Sturdy is an online-first code collaboration platform. Simple to get started. Synchronising and keeping track of changes is automatic.,verified_cb,False,0.0,False,,Commercial A,0.0,False
498280,Doctor Telco,"Doctor Telco is a telecommunication agency that provides internet, VoIP, SaaS, and virtual private network services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
473925,AVN Solutions,"AVN Solutions is a technology firm that offers design consultation, engineering, installation, and programming of audio-visual systems. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
262970,Mash Enterprise Technology Group,"Mash Enterprise Technology Group provides licensing, contract negotiation, staffing, resale and implementation consulting services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
368089,BeLogic,"Belogic is an industrial automation company. BeLogic designs and produces electrical switchboards for industrial applications in-house. They provide services in panel building, mainly for the process industry and machine building. They offer services for installing industrial cabling, cableways, or wire trays. They provide services to placing necessary supports for hanging control cabinets and remote I/O cabinets, placing and connecting cables, installing and connecting compressed air. They provide services for the development of all industrial process automation for production companies and machine builders.",verified_cb,False,0.0,False,,Commercial A,0.0,False
273953,ICBioethics,ICBioethics bioethics provides software products and services for the healthcare industry and academia. nan,verified_cb,False,0.0,False,,Commercial A,0.0,True
110698,WiFi Magic,"Collaborative Social Network for WiFi Passwords WiFi Magic is a collaborative social network for sharing WiFi passwords worldwide. With over 16 million downloads and 1.6 million WiFi spots worldwide. It was founded by Aleksandar Mandic a pioneer of internet services in Brazil in the 90's, sucessfuly exiting his first 3 internet mail services",verified_cb,False,0.0,False,,Commercial A,0.0,False
345002,Fincra,"Fincra provides payments solutions that enable to accept payments securely, get settled and move money across borders. Fincra provides customers with a seamless payment experience. They eliminate the challenges associated with traditional payment processing methods. They collect payments from individuals or businesses locally and internationally using Fincra's payment portal or integrating their collections API into the application. They provide a cheaper method of collecting payments also to settle these payments dynamically in multiple currencies.",verified_cb,False,0.0,False,,Commercial A,0.0,False
466902,MageCosmos,"MageCosmos focuses on creating personalized and intelligent virtual worlds. MageCosmos is an innovative virtual reality platform that leverages cutting-edge technologies such as deep learning and artificial intelligence to provide a next-generation immersive computing experience. By using semantic understanding and computer vision, MageCosmos creates a highly realistic virtual world that offers a range of innovative interaction designs and artificial intelligence applications, including voice and vision. One of the key advantages of MageCosmos is its ability to provide a decentralized and encrypted virtual asset management system, allowing for secure and efficient virtual economic activities. Additionally, the platform provides tools and applications for digital intelligent transformation for enterprises and teams, helping them carry out virtual collaboration, digital marketing, and other activities to improve efficiency and reduce costs. As a metaverse product, MageCosmos offers a brand-new and fascinating social entertainment experience for users, with a high level of realism and interactivity. This platform is ideal for individuals looking for an escape from the real world and for businesses seeking to optimize their operations through digital transformation. MageCosmos is continually improving its user experience, driven by industry-university-research cooperation and outputting core invention patents to maintain a leading position in cutting-edge technology. Overall, MageCosmos is an excellent choice for anyone looking for a next-generation virtual reality experience that is secure, efficient, and highly engaging.",verified_cb,False,0.1,True,True,Commercial A,1.0,False
268543,High School Technical Services,"We offer coding and technology training in topics such as DevOps, blockchain, Python, machine learning, data science, and more. nan",verified_cb,True,0.1,True,,Commercial A,0.0,False
140788,Assured Allies,Assured Allies is on a mission to make successful aging accessible. Assured Allies they are developing technologies with long-term care industry leaders and insurance companies.,verified_cb,True,0.2,False,,Commercial A,0.0,True
30390,Higher Logic,"Higher Logic is a cloud-based community platforms. Higher Logic is an industry leader in cloud-based engagement platforms. Their data-driven approach gives organizations an expanded suite of engagement capabilities, including online communities and marketing automation. From the initial web visit to renewal and ongoing engagement, we help you track and manage interactions along each stage of the digital customer experience. Organizations worldwide use Higher Logic to bring people all together, by giving their community a home where they can interact, share ideas, answer questions, and stay connected. Everything we do - the tools and features in their software, their services, partnerships, best practices - drives their  ultimate goal of making organization successful.",verified_cb,False,0.0,False,,Commercial A,0.0,False
509633,MineTree,MineTree is a data integration company specializing in the development of web systems and the interconnection of logic systems. MineTree is a data integration firm that engages in developing web systems and along with linking logic systems. The company also engages in AI and has strong capabilities in mathematical processing and creating valuable logic.,verified_cb,True,0.2,False,,Commercial A,0.0,True
360834,Adept Field Solutions,"Adept Field Solutions is a healthcare market research company engaged in providing data-collection and project management services. Adept Field Solutions is a healthcare market research company providing a comprehensive data-collection and project management service, covering qualitative and quantitative methodologies. Adept offers research agency clients a seamless global fieldwork service tailored to meet exacting standards.  Drawing on a combination of highly skilled individuals working within the team along with selected partners around the world, Adept is uniquely able to provide its clients with best solution for all healthcare market research methodologies. Adept is an independent business with no ties to any full service agencies or any one supplier.  This enables Adept to put forward the optimum customised solution for each unique project and gives clients the access to a wide range of expert resources.",verified_cb,False,0.0,False,,Commercial A,0.0,False
394861,INNOVATOR_INSTITUT,"INNOVATOR_INSTITUT focuses on technology management, business development, innovation implementation, and networking. nan",verified_cb,False,0.0,False,,Commercial A,0.0,True
443586,Madprotek,"MadPro Tek is a renowned and leading global firm that offers IT solutions and services to clients around the world. MadPro Tek is a renowned and leading global firm that offers IT solutions and services to clients around the world. Its offices are located in Singapore, Dubai, and Hosur, India. MadPro Tek offers a complete range of uncompromising quality and value-added IT products and services. In addition to this, end-to-end solutions by engaging industry experts and cutting-edge technologies are provided. MadPro Tek is the ideal provider of solutions for open-source eCommerce Software, Application development & maintenance services, Mobile Application development, Mobile website development, Professional staffing services, Web channel optimization services, Infrastructure Services & IT Security Solutions. We aim to deliver optimal solutions that help our customers achieve their business goals. We helped companies to achieve synergy between business and IT goals. We continuously invest in new technologies, processes, and people to help our customers stay ahead of the competition and achieve their business goals.",verified_cb,False,0.0,False,,Commercial A,0.0,False
356960,Verity Marketing Solutions,"Verity Marketing Solutions is a marketing agency specialized in web development, social media, SEO, and marketing. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
1590809,IntelliPhi,"To succeed in a diverse, dynamic, interconnected marketplace, modern leaders must leverage the right mix of data, intelligent (AI/ML) solutions, and seasoned judgment. IntelliPhi advances human & digital go-to-market decision support for enterprises, startups, analysts and investors for greater ROI.",verified_cb,False,0.9,False,,Commercial A,1.0,False
221799,Axian,"AXIAN provides data communication connection between the endpoints, providing a transparent medium for a wide variety of applications. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
415075,Levana,"Levana is a decentralized exchange protocol designed to enable leveraged positions for any asset. Levana is a decentralized exchange protocol designed to enable leveraged positions for any asset. Levana is a cross-chain leverage AMM DEX for the Cosmos ecosystem, bringing leverage to any asset; Index Tokens, Perpetual Swaps, Tokenized Swaps, Perps and more. Founded in 2021, Levana offers permission-less, censorship-resistant, capital-efficient markets and a crypto-derivated trading platform that helps to spread awareness and adoption of decentralized finance that enables clients to create a place to trade on the blockchain and onboard a global audience of web2 users to the world of web3.",verified_cb,False,0.0,False,,Commercial A,0.0,False
503411,Tessafold,"Tessafold is an IT company that provides software development, web development, AI and data science, and mobile app development. nan",verified_cb,True,0.30000000000000004,True,,Commercial A,0.0,True
516153,Datamorphosis Technologies,"Datamorphosis Technologies is an IT company that provides machine learning, big data, analytics, app development, and IoT services. nan",verified_cb,True,0.1,True,,Commercial A,0.0,True
1600107,PolyMod Technologies,"PolyMod Technologies offers engineered sealing solutions for a wide variety of industrial hydraulics, aerospace, and robotics applications.",verified_cb,False,0.75,False,,Commercial A,0.0,False
225475,haicj.com,haicj.com is an information publishing platform for used cars. haicj.com is a used car trading center. They offer acquisition services for registered vehicles. Their online business is provided by various relevant business departments and many partners for the majority of users.,verified_cb,False,0.0,False,,Commercial A,0.0,False
607143,C2C,"C2C offers marketing, digital marketing, content marketing, website design, advertising, SEO, videography, and photography services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
483704,Socanin,"Socanin is an engineering and consulting firm that offers project and construction management, and project support services. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
519100,Alvinox,"Alvinox designs, manufactures, and installs storage tanks, boilers, and mixing equipment. nan",verified_cb,False,0.0,False,,Commercial A,0.0,False
346199,Socionext,"Socionext is a semi conductor company. Socionext provides technologies and solutions in imaging, smart sensing, automotive, 5G network and data center.",verified_cb,False,0.0,False,,Commercial A,0.0,False
