university,startup_name,description,website,funding_usd,funding_stage,categories,founded,city,country,is_ai_related,ai_confidence_score,tags,location,source,cohort_year,enriched_from
Stanford (StartX),ARIO,Ario creates circadian lighting solution that makes it easy for people to lead healthier lives.,http://www.arioliving.com/,2102000.0,,"Electronics,Health Care,Hotel,Internet of Things,Lighting,Smart Building",2015-08-01,Seattle,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),image,IMAGE is a text analysis software.,https://aristotlehq.com/,nan,,"Software,Text Analytics",1986-07-01,Toulouse,FRA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Arithmedics rect 600dpi,,http://www.arithmedics.ai,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),ARLAN,ARLAN is a private equity management company involved in a number of key industries in Russia and its neighbouring countries.,https://arlanbiotech.com/en,nan,,Dairy,nan,Moscow,RUS,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),aromyxlogo,,http://www.aromyx.com,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Arterys Black 01 500p,,https://www.arterys.com/,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),arundo,"Developer of a cloud-based software designed for the deployment and management of enterprise-scale industrial data science. The company's software offers artificial intelligence and machine learning cloud-based software for predictive maintenance and optimization, and the software connects live data to machine learning models and model outputs to business decisions, enabling companies in heavy industries to integrate machine learning into operations in areas such as critical equipment reliability and improved asset performance.",http://www.arundo.com,50.100002,Venture Capital-Backed,Information Technology,2015.0,Houston,United States,False,0.0,,,StartX,,PitchBook
Stanford (StartX),AB WordMark Space Dust,,https://atombeamtech.com/,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Audacy Regular,,http://audacy.space,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Augmedix,"Medical documentation, Point-of-care notifications, Structured data, Open ecosystem",https://www.augmedix.com,161700000.0,,"Electronic Health Record (EHR),Health Care,Hospital,Medical",2012-01-01,San Francisco,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),auricle 1,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),aurie,Aurie is a medical device company that features a reusable urinary catheterization system.,https://livewithaurie.com/,8111000.0,,"Health Care,Medical,Medical Device",2018-01-01,Woodbury,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),AutoTrainer,"Developer of a conversational AI platform intended to offer real-time coaching and compliance tracking. The company focuses on advanced AI technology to support auto finance and insurance departments, enabling clients with post-sale instant replay, deal scoring, and benchmarking.",www.autotrainer.com,nan,Venture Capital-Backed,Information Technology,2022.0,Mountain View,United States,False,0.0,,,StartX,,PitchBook
Stanford (StartX),AVAILS MEDICAL,"Avails Medical has developed digital technology to provide accurate, rapid detection of infections.",http://www.availsmedical.com/,11613020.0,,"Health Care,Medical,Medical Device",2013-01-01,Menlo Park,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Avela Inc Transparent High Res,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Awair,Awair's mission is to empower people worldwide to breathe safely through cutting-edge indoor air quaity monitoring.,https://getawair.com/,21259000.0,,"Apps,Health Care,Smart Home,Wellness",2013-01-01,San Francisco,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),ACI black,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),axiom eery,,http://www.axiomexergy.com,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),250x70 wordmark,,https://www.axi.us,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),ayasdi,,https://www.ayasdi.com/,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),BabyNoggin,BabyNoggin is an app for developmental and mental health screening for parents to self-screen using evidence-based screening tools.,http://www.babynoggin.com,nan,,"Child Care,Health Care,Mental Health,Mobile Apps,Wellness",2015-01-01,San Francisco,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),BQCentered RGB,,http://www.babyquip.com,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),bach,BACH is a group travel app for bachelor/ette parties to plan and book incredible experiences,https://www.thebach.com,17000000.0,,"Events,Internet",2018-03-10,Philadelphia,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Color no background,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),bluelogo onblack,,http://www.banyansecurity.io,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),beacon 1,,https://beaconphotonics.com,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Screen Shot at 5.58,,http://www.beddrsleep.com,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Site,"SITE is a Telecommunication firm that offers solutions for intelligent management, renewable energy, energy-saving and railway safety.",https://www.sitespa.it,nan,,"Energy,Energy Efficiency,Renewable Energy,Sustainability,Telecommunications",1947-01-01,Bologna,ITA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),764A528E 3AC9 4082 BE81 E3ADA05A68AA,,http://www.bempu.com,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),bioserenity,BioSerenity provides remote monitoring and diagnostic software for healthcare sectors.,https://www.bioserenity.com/,119902850.0,,"Health Care,Health Diagnostics,InsurTech,Medical Device,Software",2014-01-01,Paris,FRA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Bioz v20,,https://www.bioz.com/,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),BitBull Capital Cryptocurrency Hedge Fund,,http://www.bitbullcapital.com,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Bitwage OnWhite 4801x1139,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Black SMS,Black SMS is a mobile app for securing and encrypting text messages.,http://blacksms.info/,2475833.0,,"Messaging,Mobile,Mobile Apps",2016-07-01,Palo Alto,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Blendoor,"Blendoor is a computer networking company that specializes in recruiting, SaaS, Mobile, and People Analytics.",http://www.blendoor.com,165000.0,,"Analytics,Apps,Mobile,Recruiting,SaaS,Software,Staffing Agency",2014-10-03,San Francisco,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Logo verde y osuro H TM,,http://,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),Webclip 256x256,,https://www.sonant.ai,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),bludot dark hs,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),bluecord,"Operator of a biologics manufacturing platform intended to accelerate the development of cell and gene therapy. The company's platform allows users to manage inventory, track the usage of materials, reagents, and equipment, and record information on the entire manufacturing process, enabling biotech and research institutions to reduce human errors and ensure GMP compliance for their manufacturing facilities.",www.bluecord.com,nan,Venture Capital-Backed,Healthcare,2020.0,Houston,United States,False,0.0,,,StartX,,PitchBook
Stanford (StartX),Bluecrew,Bluecrew is Your On-Demand Staffing Solution,http://www.bluecrewjobs.com,17340000.0,,"Human Resources,Recruiting,Staffing Agency",2015-01-16,San Francisco,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),BlueLightAI.15,,http://,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),SourceFile,,https://getbluesky.io/,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),bodygram,Bodygram is a revolutionary mobile app for accurate body measurement and personalized health insights.,https://www.bodygram.com,nan,,"Artificial Intelligence (AI),Information Technology,Internet,Machine Learning,Software,Test and Measurement",2015-01-01,New York,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Bolt,"Bolt is making property and casualty insurance simpler for everyone: carriers, agents, brokers and customers.",http://bolt.com,17000000.0,,"Big Data,Finance,Insurance,SaaS",2000-01-01,New York,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),bonded,Bonded is a mobile app that handles all your hiring needs; from sourcing candidates to salary payments.,https://www.ibonded.com,nan,,Software,2021-01-01,Istanbul,TUR,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Boom Shakalaka,,http://www.boomfantasy.com,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),images,"Images is the World's Largest Online Football Store for Football Boots, Football Shirts & Kits, Football Equipment.",https://boosterusa.com/,nan,,"American Football,E-Commerce,Retail",2001-01-01,Wickford,GBR,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Logo dark,,https://www.brainkey.ai/,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),branch metrics,,https://branch.io/,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),breaker,Breaker is focused on cross-border marketing they specialize in utilizing overseas influencer marketing on global media platforms.,http://www.breakerchat.com/,2000000.0,,"Digital Media,Media and Entertainment,Video",2013-09-01,Tokyo,JPN,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Breathometer,Breathometer is a breath analysis technology.,https://www.breathometer.com/,8824999.0,,"Consumer Electronics,Health Care,Software,Wellness",2012-09-01,Burlingame,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Bright,"Bright is an online recruitment network that connects graduates, undergraduates and professionals with suitable job opportunities.",http://bright.md/#bright-approach-1,12264527.0,,"Career Planning,Recruiting,Staffing Agency",2013-01-01,London,GBR,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),brilian,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),BuildOps BG,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),bullet bio,,http://www.bulletbio.com/,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),bundle png,,,,,,,,,False,0.0,,,StartX,,
Stanford (StartX),buzz solutions,"Buzz Solutions provides a platform for teams for fostering smart, stable, and resilient infrastructure inspections and monitoring.",http://buzzsolutions.co,9500000.0,,"Analytics,Artificial Intelligence (AI),Information Technology,Machine Learning,PaaS,SaaS,Software",2017-06-01,Palo Alto,USA,False,0.0,,,StartX,,Crunchbase
Stanford (StartX),Camp Six,"Provider of 3D printing services intended to help in building large structures. The company utilizes metal lattice printers that slice large products into a mesh made of individual structural members, using a mix of user-friendly features and generative design techniques, and helps to find inspiration from existing builds, enabling solar developers to bring projects to market at a fraction of the cost by automating the design, development, and manufacturing of metal lattice support structures.",http://campsixlabs.com,3.325011,Venture Capital-Backed,Business Products and Services (B2B),2016.0,Santa Cruz,United States,False,0.0,,,StartX,,PitchBook
Stanford (StartX),Logo Lockup Green 01,,https://www.onecanopy.com/,,,,,,,False,0.0,,,StartX,,
UC Berkeley (SkyDeck),Vom,Vom is a platform that helps companies to improve automated transactional decisions,https://skydeck.berkeley.edu/companies/vom/,123612.0,,"A/B Testing,Artificial Intelligence (AI),Data Integration,Data Management,Enterprise Software,SaaS",2023-11-01,nan,nan,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),VoiceBit,,https://skydeck.berkeley.edu/companies/voicebit/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),SplitSecure,,https://skydeck.berkeley.edu/companies/splitsecure/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Scam AI,,https://skydeck.berkeley.edu/companies/scam-ai/,,,,,,,True,0.2,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Satsurance,,https://skydeck.berkeley.edu/companies/satsurance/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Rescope,,https://skydeck.berkeley.edu/companies/rescope/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),ReIGNITE Therapeutics Inc,,https://skydeck.berkeley.edu/companies/reignite-therapeutics-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),PYRAMYD,"Pyramyd is a professional trainer of visual communication, design, and digital and print.",https://skydeck.berkeley.edu/companies/pyramyd/,nan,,"Graphic Design,Printing,Training",1989-01-01,Paris,FRA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Ludwig Computing,"Developer of probabilistic co-processors designed for processing complex computational problems. The company's processors can be used in various sectors for managing workloads such as computational finance, pharmaceuticals, material discovery, synthetic biology, industries, manufacturing, automotive, and autonomous systems, enabling businesses to automate their complex problems.",https://skydeck.berkeley.edu/companies/ludwig-computing/,nan,Venture Capital-Backed,Information Technology,2021.0,Mill Valley,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Hominy AI,,https://skydeck.berkeley.edu/companies/hominy-ai/,,,,,,,True,0.2,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Gheek AI,,https://skydeck.berkeley.edu/companies/gheek-ai/,,,,,,,True,0.2,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Flexify AI,,https://skydeck.berkeley.edu/companies/flexify-ai/,,,,,,,True,0.2,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Flatlight,"Flatlight is an advertising company that provides brand strategy, marketing strategy, content, film production, and digital design services.",https://skydeck.berkeley.edu/companies/flatlight/,nan,,"Advertising,Brand Marketing,Content,Digital Marketing,Film Production,Information Technology,Photography",2006-01-01,Rovaniemi,FIN,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Drover Labs,,https://skydeck.berkeley.edu/companies/drover-labs/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),DeepTrail Inc,,https://skydeck.berkeley.edu/companies/deeptrail-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Code Blue AI,,https://skydeck.berkeley.edu/companies/code-blue-ai/,,,,,,,True,0.2,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),CipherSonic Labs,"Developer of cloud-based cybersecurity software designed for enterprises to securely share and collaboratively process data with other enterprises. The company's software uses a homomorphic encryption-based approach that ensures data remains encrypted throughout its entire lifecycle, during processing, while in transit, and while in storage, creating a world where data owners and clients have full control over their data, enabling clients to utilize it for their benefit without sacrificing privacy.",https://skydeck.berkeley.edu/companies/ciphersonic-labs/,nan,Accelerator/Incubator Backed,Information Technology,2024.0,Cambridge,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),April,Content marketing for apartment rentals,https://skydeck.berkeley.edu/companies/april/,50000.0,,"Content Creators,Content Marketing,Real Estate,Rental",2019-06-01,New York,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Trag,Software maintenance on autopilot,https://skydeck.berkeley.edu/companies/trag/,100000.0,,"Developer Tools,SaaS,Software",2022-01-01,Yerevan,ARM,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Soula,Soula – Female AI-Supported Wellbeing Assistant,https://skydeck.berkeley.edu/companies/soula/,1246250.0,,"Family,Fertility,Health Care,Mental Health,Mobile Apps,Wellness",2022-06-07,Limassol,CYP,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),OpenGrant,"OpenGrant is an AI platform that generates grant finding, writing, and management.",https://skydeck.berkeley.edu/companies/opengrant/,nan,,"Artificial Intelligence (AI),Financial Services,SaaS",2023-01-01,Stockholm,SWE,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Flux Robotics,,https://skydeck.berkeley.edu/companies/flux-robotics/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),DT Master Carbon,,https://skydeck.berkeley.edu/companies/dt-master-carbon/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Drill Surgeries,,https://skydeck.berkeley.edu/companies/drill-surgeries/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Daspren,,https://skydeck.berkeley.edu/companies/daspren/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Darween Bioscience,Darween Bioscience is a plant biotechnology company developing the next generation of bio-engineered seeds to replicate animal proteins.,https://skydeck.berkeley.edu/companies/darween-bioscience/,nan,,"AgTech,Biotechnology,Genetics,Sustainability",2023-01-01,Paris,FRA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),CloEE,CloEE is an AI Digital Advisor for Continuous Improvement in Discrete Manufacturing Companies,https://skydeck.berkeley.edu/companies/cloee/,nan,,"Information Technology,Internet of Things,SaaS,Software",2023-02-24,Helsinki,FIN,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Cyphra Autonomy,"Manufacturer of autonomous construction robots intended to automate material movement and enhance on-site efficiency. The company's robotic haulers and wheelbarrows operate collaboratively to transport materials safely and reliably, enabling construction crews to reduce physical strain, minimize injury risks, and focus on higher-value tasks.",https://skydeck.berkeley.edu/companies/cyphra-autonomy/,0.34,Accelerator/Incubator Backed,Business Products and Services (B2B),2023.0,Fenton,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Quotr,"Developer of an artificial intelligence assistant designed for real-time cost estimation. The company offers features such as cost estimation as per design iteration, supplier recommendation, integration with the Revit tool, project and people association, calendar association, and more, enabling architects to streamline meeting management and help firms spend less time on coordination.",https://skydeck.berkeley.edu/companies/quotr/,nan,Venture Capital-Backed,Information Technology,2023.0,Newark,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),EMOBOT,Emobot develops medical devices to monitor and detect mood disorders like depression.,https://skydeck.berkeley.edu/companies/emobot/,nan,,"Artificial Intelligence (AI),Medical Device,Software",2022-01-01,Paris,FRA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),D.Sole,At-home wearable that can detect and monitor foot complications like ulcers and deformities caused by diabetes.,https://skydeck.berkeley.edu/companies/d-sole/,125000.0,,"Health Care,Medical Device,Wearables",2023-09-01,Pittsburgh,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Light Links,"Developer of a light-based wireless communication system designed to replace wireless fidelity and enhance indoor connectivity. The company offers patent-pending unidirectional light-based technology with speed and reliability, enabling households and businesses seamless, secure, and efficient data transmission through light-based communication.",https://skydeck.berkeley.edu/companies/light-links/,0.39,Venture Capital-Backed,Information Technology,2024.0,Berkeley,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Kelvin Cooling,,https://skydeck.berkeley.edu/companies/kelvin-cooling/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Rhea's Factory,"Developer of an enzyme blend designed to degrade plastics, utilizing a proprietary combination of machine learning algorithms and biochemical processes. The company offers a sustainable and cost-effective solution to tackle mixed and layered plastic waste, enabling the packaging industry to improve recycling rates and contribute to a circular economy.",https://skydeck.berkeley.edu/companies/rheas-factory/,0.19,Venture Capital-Backed,Business Products and Services (B2B),2023.0,Berkeley,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Outer Rim Exploration,,https://skydeck.berkeley.edu/companies/outer-rim-exploration/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Bicameral,,https://skydeck.berkeley.edu/companies/bicameral/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Selfr,Selfr is an AI-powered data platform that helps you build automated pipelines to turn data from multiple sources into live dashboards,https://skydeck.berkeley.edu/companies/selfr/,675000.0,,"Analytics,Business Intelligence,Data Integration,Data Storage,Data Visualization",2021-01-01,New York,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),MetaLearner,,https://skydeck.berkeley.edu/companies/metalearner/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Guepard,"Guepard boosts CI/CD with Git-like database branching, time traveling, and instant environments with an enhanced devX and seamless testing",https://skydeck.berkeley.edu/companies/guepard/,nan,,"Cloud Infrastructure,Database,Developer Platform,Developer Tools,DevOps,IaaS,Information Technology,PaaS,Software",2024-01-01,San Francisco,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Greybeam,"Developer of data query routing platforms designed to optimize cloud data warehouse costs by directing appropriate queries to more cost-effective engines. The company offers a platform that integrates with existing data stacks, automatically provisions alternative query engines, translates between structured query language (SQL) dialects, and routes smaller queries to more efficient systems, enabling organizations using large-scale cloud data warehouses to reduce compute expenses significantly while maintaining seamless query performance and workflow continuity.",https://skydeck.berkeley.edu/companies/greybeam/,nan,Venture Capital-Backed,Information Technology,2024.0,New York,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
